1637427219,0
1637423870,1
1637426334,2
1637482146,3
1637412524,4
1637458353,5
1637393949,6
1637431093,7
1637465940,8
1637442901,9
1637407728,10
1637413937,11
1637417935,12
1637414983,13
1637396313,14
1637481970,15
1637486336,16
1637466692,17
1637465072,18
1637483238,19
1637436809,20
1637451021,21
1637432771,22
1637476664,23
1637473548,24
1637485027,25
1637416591,26
1637402117,27
1637466836,28
1637454451,29
1637475991,30
1637433208,31
1637415883,32
1637427075,33
1637410558,34
1637400642,35
1637441663,36
1637479275,37
1637471691,38
1637416738,39
1637413142,40
1637466171,41
1637426644,42
1637425345,43
1637392489,44
1637428974,45
1637398680,46
1637414195,47
1637431947,48
1637398608,49
1637473319,50
1637439959,51
1637440589,52
1637454555,53
1637414894,54
1637490021,55
1637439671,56
1637479978,57
1637479990,58
1637460981,59
1637473898,60
1637469441,61
1637416515,62
1637473162,63
1637413385,64
1637468143,65
1637483882,66
1637428484,67
1637490661,68
1637407864,69
1637465517,70
1637438742,71
1637448267,72
1637422757,73
1637436234,74
1637463800,75
1637466355,76
1637487522,77
1637432421,78
1637463527,79
1637456613,80
1637419896,81
1637437229,82
1637469463,83
1637487405,84
1637408546,85
1637464352,86
1637401509,87
1637450503,88
1637404077,89
1637398131,90
1637455353,91
1637464677,92
1637461145,93
1637418686,94
1637418371,95
1637422794,96
1637478594,97
1637451580,98
1637458637,99
1637402265,100
1637463175,101
1637452056,102
1637470712,103
1637420523,104
1637432470,105
1637455404,106
1637462310,107
1637434334,108
1637479607,109
1637447501,110
1637471862,111
1637422450,112
1637459006,113
1637428135,114
1637417665,115
1637441191,116
1637413231,117
1637403865,118
1637440236,119
1637425883,120
1637442477,121
1637420871,122
1637484821,123
1637477659,124
1637401825,125
1637400848,126
1637432259,127
1637403516,128
1637446931,129
1637468980,130
1637426245,131
1637404592,132
1637399027,133
1637427065,134
1637444565,135
1637479454,136
1637416825,137
1637445278,138
1637413954,139
1637395916,140
1637479824,141
1637447129,142
1637434785,143
1637399562,144
1637440136,145
1637486567,146
1637420411,147
1637394442,148
1637401596,149
1637456546,150
1637456011,151
1637412698,152
1637469016,153
1637430216,154
1637488718,155
1637419364,156
1637485123,157
1637467131,158
1637417072,159
1637443403,160
1637419470,161
1637417658,162
1637437668,163
1637473446,164
1637397324,165
1637395378,166
1637464911,167
1637435953,168
1637461986,169
1637409181,170
1637447845,171
1637393694,172
1637431598,173
1637484307,174
1637415275,175
1637395978,176
1637463390,177
1637483196,178
1637445570,179
1637461457,180
1637406901,181
1637472840,182
1637470835,183
1637449455,184
1637393502,185
1637406769,186
1637443371,187
1637414100,188
1637439409,189
1637400920,190
1637402207,191
1637444928,192
1637443961,193
1637454580,194
1637443067,195
1637396637,196
1637425761,197
1637469218,198
1637454930,199
1637425386,200
1637411197,201
1637401584,202
1637483774,203
1637480594,204
1637462194,205
1637435176,206
1637401663,207
1637477856,208
1637445334,209
1637416299,210
1637485593,211
1637411980,212
1637395246,213
1637458920,214
1637416610,215
1637440429,216
1637447995,217
1637454334,218
1637469589,219
1637451543,220
1637451885,221
1637440549,222
1637436184,223
1637410257,224
1637469607,225
1637461609,226
1637444692,227
1637405175,228
1637415300,229
1637473945,230
1637480845,231
1637400996,232
1637401362,233
1637475660,234
1637449549,235
1637474800,236
1637466864,237
1637489683,238
1637400588,239
1637455162,240
1637488655,241
1637451755,242
1637486190,243
1637473642,244
1637454214,245
1637466003,246
1637394417,247
1637430926,248
1637420111,249
1637392983,250
1637422196,251
1637475110,252
1637433005,253
1637428923,254
1637464121,255
1637467697,256
1637475630,257
1637451686,258
1637397439,259
1637469627,260
1637407839,261
1637443507,262
1637425558,263
1637452567,264
1637480993,265
1637399054,266
1637393637,267
1637409013,268
1637434081,269
1637410626,270
1637487023,271
1637398586,272
1637425838,273
1637483787,274
1637417061,275
1637466406,276
1637431944,277
1637416108,278
1637417092,279
1637487667,280
1637469883,281
1637408607,282
1637455400,283
1637441289,284
1637477237,285
1637395202,286
1637484583,287
1637407483,288
1637408176,289
1637394918,290
1637471033,291
1637456658,292
1637422378,293
1637475811,294
1637429277,295
1637423197,296
1637406364,297
1637441629,298
1637453964,299
1637411587,300
1637475350,301
1637408669,302
1637395751,303
1637471637,304
1637413246,305
1637454784,306
1637467067,307
1637486074,308
1637451448,309
1637431172,310
1637433687,311
1637475853,312
1637428155,313
1637483458,314
1637436739,315
1637446389,316
1637393080,317
1637478265,318
1637464418,319
1637474358,320
1637420519,321
1637441708,322
1637400660,323
1637422558,324
1637426958,325
1637424659,326
1637419247,327
1637489683,328
1637399282,329
1637468016,330
1637441014,331
1637445243,332
1637419777,333
1637437352,334
1637444688,335
1637396843,336
1637465796,337
1637453313,338
1637405659,339
1637392303,340
1637396442,341
1637420704,342
1637466847,343
1637481659,344
1637473881,345
1637436640,346
1637440610,347
1637471997,348
1637464673,349
1637405216,350
1637447895,351
1637401071,352
1637428513,353
1637427574,354
1637396028,355
1637417273,356
1637419947,357
1637392211,358
1637418959,359
1637392211,360
1637410451,361
1637461627,362
1637415567,363
1637457318,364
1637426012,365
1637426889,366
1637426582,367
1637448594,368
1637458486,369
1637484356,370
1637460984,371
1637468821,372
1637471268,373
1637466999,374
1637477920,375
1637475646,376
1637468061,377
1637397816,378
1637414054,379
1637409639,380
1637404538,381
1637466573,382
1637437161,383
1637401435,384
1637436014,385
1637447904,386
1637449188,387
1637464727,388
1637452702,389
1637442929,390
1637477416,391
1637422388,392
1637443719,393
1637426534,394
1637438470,395
1637408957,396
1637392570,397
1637452447,398
1637482278,399
1637409614,400
1637423363,401
1637456544,402
1637437033,403
1637440609,404
1637462315,405
1637438481,406
1637399760,407
1637451755,408
1637450967,409
1637474853,410
1637448860,411
1637442511,412
1637418633,413
1637428321,414
1637398552,415
1637399581,416
1637416174,417
1637485014,418
1637444916,419
1637420371,420
1637474616,421
1637463484,422
1637420018,423
1637460478,424
1637442107,425
1637411212,426
1637479872,427
1637474285,428
1637418192,429
1637479669,430
1637454727,431
1637404576,432
1637442044,433
1637402782,434
1637459804,435
1637409570,436
1637456376,437
1637400476,438
1637402044,439
1637417710,440
1637485097,441
1637411718,442
1637393813,443
1637433949,444
1637420017,445
1637401544,446
1637457833,447
1637408183,448
1637443338,449
1637480954,450
1637489066,451
1637400673,452
1637438517,453
1637399296,454
1637461124,455
1637414441,456
1637420077,457
1637466920,458
1637413639,459
1637408945,460
1637391939,461
1637449684,462
1637461932,463
1637437420,464
1637463005,465
1637451485,466
1637401851,467
1637408877,468
1637448386,469
1637438135,470
1637454328,471
1637454039,472
1637439734,473
1637417287,474
1637478569,475
1637413324,476
1637482856,477
1637468867,478
1637489803,479
1637453540,480
1637420748,481
1637438820,482
1637427570,483
1637459129,484
1637427636,485
1637419502,486
1637463470,487
1637402200,488
1637420808,489
1637467926,490
1637401843,491
1637395692,492
1637420352,493
1637418308,494
1637476307,495
1637459363,496
1637400392,497
1637467260,498
1637397390,499
1637405050,500
1637468761,501
1637457131,502
1637488246,503
1637476075,504
1637435734,505
1637465388,506
1637392394,507
1637437556,508
1637469959,509
1637485160,510
1637484191,511
1637437833,512
1637458276,513
1637449678,514
1637435606,515
1637482623,516
1637410967,517
1637401246,518
1637425997,519
1637398941,520
1637427586,521
1637481678,522
1637392320,523
1637393475,524
1637401927,525
1637431314,526
1637405713,527
1637429497,528
1637452610,529
1637439765,530
1637444229,531
1637489657,532
1637442084,533
1637476398,534
1637415714,535
1637464002,536
1637476661,537
1637424993,538
1637450666,539
1637394286,540
1637472855,541
1637466884,542
1637478862,543
1637427098,544
1637470493,545
1637484231,546
1637464153,547
1637486276,548
1637394819,549
1637450857,550
1637480245,551
1637431040,552
1637452500,553
1637406884,554
1637432077,555
1637449952,556
1637454412,557
1637487163,558
1637452087,559
1637391885,560
1637433389,561
1637471358,562
1637414283,563
1637443523,564
1637470132,565
1637432594,566
1637405495,567
1637473354,568
1637424513,569
1637485405,570
1637408333,571
1637486419,572
1637421124,573
1637473975,574
1637424267,575
1637481964,576
1637469674,577
1637473496,578
1637482614,579
1637399890,580
